gn_code;douanerecht;type_duty
8480100000;1.700 %;DUT 3TH
8480200000;1.700 %;DUT 3TH
8480309000;2.700 %;DUT 3TH
8480410000;1.700 %;DUT 3TH
8480490000;1.700 %;DUT 3TH
8480500000;1.700 %;DUT 3TH
8480600000;1.700 %;DUT 3TH
8480600000;1.700 %;DUT 3TH
8480710000;1.700 %;DUT 3TH
8480790000;1.700 %;DUT 3TH
8481100500;2.200 %;DUT 3TH
8481100590;2.200 %;DUT 3TH
8481101990;2.200 %;DUT 3TH
8481109900;2.200 %;DUT 3TH
8481109990;2.200 %;DUT 3TH
8481201000;2.200 %;DUT 3TH
8481201090;2.200 %;DUT 3TH
8481209000;2.200 %;DUT 3TH
8481209090;2.200 %;DUT 3TH
8481309100;2.200 %;DUT 3TH
8481309199;2.200 %;DUT 3TH
8481309900;2.200 %;DUT 3TH
8481309990;2.200 %;DUT 3TH
8481309990;2.200 %;DUT 3TH
8481309990;2.200 %;DUT 3TH
8481309990;2.200 %;DUT 3TH
8481401090;2.200 %;DUT 3TH
8481409000;2.200 %;DUT 3TH
8481409090;2.200 %;DUT 3TH
8481409090;2.200 %;DUT 3TH
8481409090;2.200 %;DUT 3TH
8481801190;2.200 %;DUT 3TH
8481801900;2.200 %;DUT 3TH
8481801990;2.200 %;DUT 3TH
8481801990;2.200 %;DUT 3TH
8481803100;2.200 %;DUT 3TH
8481803100;2.200 %;DUT 3TH
8481803900;2.200 %;DUT 3TH
8481804000;2.200 %;DUT 3TH
8481804090;2.200 %;DUT 3TH
8481805100;2.200 %;DUT 3TH
8481805900;2.200 %;DUT 3TH
8481805950;2.200 %;DUT 3TH
8481805990;2.200 %;DUT 3TH
8481806100;2.200 %;DUT 3TH
8481806900;2.200 %;DUT 3TH
8481806999;2.200 %;DUT 3TH
8481807100;2.200 %;DUT 3TH
8481807390;2.200 %;DUT 3TH
8481807920;2.200 %;DUT 3TH
8481807990;2.200 %;DUT 3TH
8481808100;2.200 %;DUT 3TH
8481808190;2.200 %;DUT 3TH
8481808590;2.200 %;DUT 3TH
8481808790;2.200 %;DUT 3TH
8481809900;2.200 %;DUT 3TH
8481809970;2.200 %;DUT 3TH
8481809990;2.200 %;DUT 3TH
8481809990;2.200 %;DUT 3TH
8481809990;2.200 %;DUT 3TH
8481900000;2.200 %;DUT 3TH
8481900010;2.200 %;DUT 3TH
8481900030;2.200 %;DUT 3TH
8481900090;2.200 %;DUT 3TH
8481900090;2.200 %;DUT 3TH
8481900090;2.200 %;DUT 3TH
8482101000;8.000 %;DUT 3TH
8482101090;8.000 %;DUT 3TH
8482109000;8.000 %;DUT 3TH
8482109090;8.000 %;DUT 3TH
8482109090;8.000 %;DUT 3TH
8482109090;8.000 %;DUT 3TH
8482200000;8.000 %;DUT 3TH
8482300000;8.000 %;DUT 3TH
8482300000;8.000 %;DUT 3TH
8482400000;8.000 %;DUT 3TH
8482500090;8.000 %;DUT 3TH
8482500090;8.000 %;DUT 3TH
8482500090;8.000 %;DUT 3TH
8482500090;8.000 %;DUT 3TH
8482500090;8.000 %;DUT 3TH
8482800090;8.000 %;DUT 3TH
8482911000;8.000 %;DUT 3TH
8482919000;7.700 %;DUT 3TH
8482919090;7.700 %;DUT 3TH
8482990000;8.000 %;DUT 3TH
8482990000;8.000 %;DUT 3TH
8482990000;8.000 %;DUT 3TH
8482990090;8.000 %;DUT 3TH
8483102190;4.000 %;DUT 3TH
8483102590;4.000 %;DUT 3TH
8483102990;4.000 %;DUT 3TH
8483102990;4.000 %;DUT 3TH
8483105090;4.000 %;DUT 3TH
8483105090;4.000 %;DUT 3TH
8483109590;4.000 %;DUT 3TH
8483109590;4.000 %;DUT 3TH
8483200000;6.000 %;DUT 3TH
8483303290;5.700 %;DUT 3TH
8483303899;3.400 %;DUT 3TH
8483308090;3.400 %;DUT 3TH
8483308090;3.400 %;DUT 3TH
8483402190;3.700 %;DUT 3TH
8483402590;3.700 %;DUT 3TH
8483402989;3.700 %;DUT 3TH
8483402989;3.700 %;DUT 3TH
8483405190;3.700 %;DUT 3TH
8483405920;3.700 %;DUT 3TH
8483405990;3.700 %;DUT 3TH
8483409080;3.700 %;DUT 3TH
8483409099;3.700 %;DUT 3TH
8483502090;2.700 %;DUT 3TH
8483508090;2.700 %;DUT 3TH
8483602090;2.700 %;DUT 3TH
8483608090;2.700 %;DUT 3TH
8483902090;5.700 %;DUT 3TH
8483908190;2.700 %;DUT 3TH
8483908990;2.700 %;DUT 3TH
8484100090;1.700 %;DUT 3TH
8484100090;1.700 %;DUT 3TH
8484200090;1.700 %;DUT 3TH
8484900090;1.700 %;DUT 3TH
8484900090;1.700 %;DUT 3TH
8485100000;2.700 %;DUT 3TH
8485200000;1.700 %;DUT 3TH
8485909000;1.700 %;DUT 3TH
8485909090;1.700 %;DUT 3TH
8486100000;0.000 %;DUT 3TH
8486200000;0.000 %;DUT 3TH
8486200000;0.000 %;DUT 3TH
8486209000;0.000 %;DUT 3TH
8486300000;0.000 %;DUT 3TH
8486400000;0.000 %;DUT 3TH
8486900000;0.000 %;DUT 3TH
8486900000;0.000 %;DUT 3TH
8486909000;0.000 %;DUT 3TH
8487101000;1.700 %;DUT 3TH
8487109000;1.700 %;DUT 3TH
8487904000;1.700 %;DUT 3TH
8487904090;1.700 %;DUT 3TH
8487905190;1.700 %;DUT 3TH
8487905990;1.700 %;DUT 3TH
8487909000;1.700 %;DUT 3TH
8487909090;1.700 %;DUT 3TH
8501101000;4.700 %;DUT 3TH
8501101090;4.700 %;DUT 3TH
8501109190;2.700 %;DUT 3TH
8501109390;2.700 %;DUT 3TH
8501109900;2.700 %;DUT 3TH
8501109910;2.700 %;DUT 3TH
8501109954;2.700 %;DUT 3TH
8501109957;2.700 %;DUT 3TH
8501109990;2.700 %;DUT 3TH
8501200090;2.700 %;DUT 3TH
8501310050;2.700 %;DUT 3TH
8501310078;2.700 %;DUT 3TH
8501310081;2.700 %;DUT 3TH
8501310099;2.700 %;DUT 3TH
8501310099;2.700 %;DUT 3TH
8501320099;2.700 %;DUT 3TH
8501330055;2.700 %;DUT 3TH
8501330099;2.700 %;DUT 3TH
8501340099;2.700 %;DUT 3TH
8501402080;2.700 %;DUT 3TH
8501408090;2.700 %;DUT 3TH
8501408090;2.700 %;DUT 3TH
8501510090;2.700 %;DUT 3TH
8501522089;2.700 %;DUT 3TH
8501522089;2.700 %;DUT 3TH
8501523090;2.700 %;DUT 3TH
8501529090;2.700 %;DUT 3TH
8501535090;2.700 %;DUT 3TH
8501538190;2.700 %;DUT 3TH
8501539490;2.700 %;DUT 3TH
8501539990;2.700 %;DUT 3TH
8501612099;2.700 %;DUT 3TH
8501618099;2.700 %;DUT 3TH
8501620098;2.700 %;DUT 3TH
8501620098;2.700 %;DUT 3TH
8501620098;2.700 %;DUT 3TH
8501640000;2.700 %;DUT 3TH
8501640090;2.700 %;DUT 3TH
8501710000;2.700 %;DUT 3TH
8502112090;2.700 %;DUT 3TH
8502118090;2.700 %;DUT 3TH
8502120090;2.700 %;DUT 3TH
8502132090;2.700 %;DUT 3TH
8502134090;2.700 %;DUT 3TH
8502138090;2.700 %;DUT 3TH
8502202090;2.700 %;DUT 3TH
8502204090;2.700 %;DUT 3TH
8502206090;2.700 %;DUT 3TH
8502208090;2.700 %;DUT 3TH
8502310090;2.700 %;DUT 3TH
8502310097;2.700 %;DUT 3TH
8502398090;2.700 %;DUT 3TH
8503002090;2.700 %;DUT 3TH
8503009131;2.700 %;DUT 3TH
8503009199;2.700 %;DUT 3TH
8503009800;2.700 %;DUT 3TH
8503009899;2.700 %;DUT 3TH
8503009900;2.700 %;DUT 3TH
8503009980;2.700 %;DUT 3TH
8503009999;2.700 %;DUT 3TH
8504108090;3.700 %;DUT 3TH
8504210000;3.700 %;DUT 3TH
8504229000;3.700 %;DUT 3TH
8504230000;3.700 %;DUT 3TH
8504312190;3.700 %;DUT 3TH
8504312990;3.700 %;DUT 3TH
8504318090;3.700 %;DUT 3TH
8504320090;3.700 %;DUT 3TH
8504330090;3.700 %;DUT 3TH
8504403000;0.000 %;DUT 3TH
8504403090;0.000 %;DUT 3TH
8504405590;0.000 %;DUT 3TH
8504405590;0.800 %;DUT 3TH
8504405590;1.700 %;DUT 3TH
8504405590;2.500 %;DUT 3TH
8504405590;2.500 %;DUT 3TH
8504406090;0.000 %;DUT 3TH
8504408290;0.000 %;DUT 3TH
8504408290;0.800 %;DUT 3TH
8504408290;1.700 %;DUT 3TH
8504408390;0.000 %;DUT 3TH
8504408490;0.000 %;DUT 3TH
8504408490;0.000 %;DUT 3TH
8504408490;0.800 %;DUT 3TH
8504408590;0.000 %;DUT 3TH
8504408690;0.000 %;DUT 3TH
8504408890;0.000 %;DUT 3TH
8504408899;0.800 %;DUT 3TH
8504409040;1.700 %;DUT 3TH
8504409070;1.700 %;DUT 3TH
8504409090;0.000 %;DUT 3TH
8504409090;0.800 %;DUT 3TH
8504409090;1.700 %;DUT 3TH
8504409090;2.500 %;DUT 3TH
8504409090;2.500 %;DUT 3TH
8504409090;2.500 %;DUT 3TH
8504409590;0.000 %;DUT 3TH
8504500000;0.000 %;DUT 3TH
8504500090;0.000 %;DUT 3TH
8504502000;0.000 %;DUT 3TH
8504509590;0.000 %;DUT 3TH
8504901100;0.000 %;DUT 3TH
8504901700;0.000 %;DUT 3TH
8504901900;0.000 %;DUT 3TH
8504909000;0.000 %;DUT 3TH
8504909100;0.000 %;DUT 3TH
8504909900;1.100 %;DUT 3TH
8504909990;0.600 %;DUT 3TH
8504909990;1.100 %;DUT 3TH
8505110010;2.200 %;DUT 3TH
8505110047;2.200 %;DUT 3TH
8505110070;2.200 %;DUT 3TH
8505110099;2.200 %;DUT 3TH
8505111010;2.200 %;DUT 3TH
8505119000;2.200 %;DUT 3TH
8505119099;2.200 %;DUT 3TH
8505191000;2.200 %;DUT 3TH
8505191090;2.200 %;DUT 3TH
8505199030;2.200 %;DUT 3TH
8505199089;2.200 %;DUT 3TH
8505200000;2.200 %;DUT 3TH
8505200030;2.200 %;DUT 3TH
8505200090;2.200 %;DUT 3TH
8505902999;1.800 %;DUT 3TH
8505905000;2.200 %;DUT 3TH
8505905090;2.200 %;DUT 3TH
8505909090;1.800 %;DUT 3TH
8506101100;4.700 %;DUT 3TH
8506101800;4.700 %;DUT 3TH
8506109800;4.700 %;DUT 3TH
8506300000;4.700 %;DUT 3TH
8506300000;4.700 %;DUT 3TH
8506400000;4.700 %;DUT 3TH
8506501000;4.700 %;DUT 3TH
8506501090;4.700 %;DUT 3TH
8506503000;4.700 %;DUT 3TH
8506503090;4.700 %;DUT 3TH
8506509000;4.700 %;DUT 3TH
8506509010;4.700 %;DUT 3TH
8506509090;4.700 %;DUT 3TH
8506800500;0.000 %;DUT 3TH
8506808000;4.700 %;DUT 3TH
8506900090;4.700 %;DUT 3TH
8507102080;3.700 %;DUT 3TH
8507102090;3.700 %;DUT 3TH
8507102099;3.700 %;DUT 3TH
8507108090;3.700 %;DUT 3TH
8507202090;3.700 %;DUT 3TH
8507208090;3.700 %;DUT 3TH
8507208090;3.700 %;DUT 3TH
8507308090;2.600 %;DUT 3TH
8507400090;2.700 %;DUT 3TH
8507500090;2.700 %;DUT 3TH
8507600013;2.700 %;DUT 3TH
8507600015;2.700 %;DUT 3TH
8507600017;2.700 %;DUT 3TH
8507600065;2.700 %;DUT 3TH
8507600090;2.700 %;DUT 3TH
8507800090;2.700 %;DUT 3TH
8507908090;2.700 %;DUT 3TH
8507908099;2.700 %;DUT 3TH
8508110000;2.200 %;DUT 3TH
8508190000;1.700 %;DUT 3TH
8508600000;1.700 %;DUT 3TH
8508700090;1.700 %;DUT 3TH
8509400000;2.200 %;DUT 3TH
8509800000;2.200 %;DUT 3TH
8509900000;2.200 %;DUT 3TH
8510100000;2.200 %;DUT 3TH
8510200000;2.200 %;DUT 3TH
8510300000;2.200 %;DUT 3TH
8510900000;2.200 %;DUT 3TH
8511100090;3.200 %;DUT 3TH
8511100090;3.200 %;DUT 3TH
8511100090;3.200 %;DUT 3TH
8511200090;3.200 %;DUT 3TH
8511300090;3.200 %;DUT 3TH
8511400090;3.200 %;DUT 3TH
8511500090;3.200 %;DUT 3TH
8511800090;3.200 %;DUT 3TH
8511900090;3.200 %;DUT 3TH
8511900090;3.200 %;DUT 3TH
8511900090;3.200 %;DUT 3TH
8512100000;2.700 %;DUT 3TH
8512200000;2.700 %;DUT 3TH
8512200030;2.700 %;DUT 3TH
8512200080;2.700 %;DUT 3TH
8512200090;2.700 %;DUT 3TH
8512200090;2.700 %;DUT 3TH
8512301000;2.200 %;DUT 3TH
8512309000;2.700 %;DUT 3TH
8512309090;2.700 %;DUT 3TH
8512400000;2.700 %;DUT 3TH
8512400090;2.700 %;DUT 3TH
8512400090;2.700 %;DUT 3TH
8512400090;2.700 %;DUT 3TH
8512400090;2.700 %;DUT 3TH
8512400090;2.700 %;DUT 3TH
8512901000;2.200 %;DUT 3TH
8512909000;2.700 %;DUT 3TH
8512909000;2.700 %;DUT 3TH
8512909000;2.700 %;DUT 3TH
8512909090;2.700 %;DUT 3TH
8513100000;5.700 %;DUT 3TH
8513900000;5.700 %;DUT 3TH
8514101000;2.200 %;DUT 3TH
8514108000;2.200 %;DUT 3TH
8514108090;2.200 %;DUT 3TH
8514110000;2.200 %;DUT 3TH
8514191000;2.200 %;DUT 3TH
8514198000;2.200 %;DUT 3TH
8514208090;2.200 %;DUT 3TH
8514208090;2.200 %;DUT 3TH
8514308000;2.200 %;DUT 3TH
8514399000;2.200 %;DUT 3TH
8514400000;2.200 %;DUT 3TH
8514903000;0.000 %;DUT 3TH
8514903000;1.700 %;DUT 3TH
8514907000;2.200 %;DUT 3TH
8515110000;2.700 %;DUT 3TH
8515199000;2.700 %;DUT 3TH
8515210000;2.700 %;DUT 3TH
8515290000;2.700 %;DUT 3TH
8515310000;2.700 %;DUT 3TH
8515391300;2.700 %;DUT 3TH
8515391800;2.700 %;DUT 3TH
8515399000;2.700 %;DUT 3TH
8515801000;2.700 %;DUT 3TH
8515809000;2.700 %;DUT 3TH
8515902000;0.000 %;DUT 3TH
8515908000;2.700 %;DUT 3TH
8515908090;2.700 %;DUT 3TH
8516101100;2.700 %;DUT 3TH
8516108000;2.700 %;DUT 3TH
8516108090;2.700 %;DUT 3TH
8516291000;2.700 %;DUT 3TH
8516295000;2.700 %;DUT 3TH
8516299100;2.700 %;DUT 3TH
8516299900;2.700 %;DUT 3TH
8516310000;2.700 %;DUT 3TH
8516320000;2.700 %;DUT 3TH
8516330000;2.700 %;DUT 3TH
8516400000;2.700 %;DUT 3TH
8516500000;5.000 %;DUT 3TH
8516500090;5.000 %;DUT 3TH
8516601000;2.700 %;DUT 3TH
8516605000;2.700 %;DUT 3TH
8516607000;2.700 %;DUT 3TH
8516608090;2.700 %;DUT 3TH
8516609000;2.700 %;DUT 3TH
8516710000;2.700 %;DUT 3TH
8516720000;2.700 %;DUT 3TH
8516792000;2.700 %;DUT 3TH
8516797000;2.700 %;DUT 3TH
8516797090;2.700 %;DUT 3TH
8516802090;2.700 %;DUT 3TH
8516808000;2.700 %;DUT 3TH
8516900099;2.700 %;DUT 3TH
8517110000;0.000 %;DUT 3TH
8517120000;0.000 %;DUT 3TH
8517130000;0.000 %;DUT 3TH
8517140000;0.000 %;DUT 3TH
8517180000;0.000 %;DUT 3TH
8517610000;0.000 %;DUT 3TH
8517620000;0.000 %;DUT 3TH
8517620000;0.000 %;DUT 3TH
8517620000;0.000 %;DUT 3TH
8517691000;0.000 %;DUT 3TH
8517693000;0.000 %;DUT 3TH
8517699000;0.000 %;DUT 3TH
8517700000;0.000 %;DUT 3TH
8517710000;0.000 %;DUT 3TH
8517790000;0.000 %;DUT 3TH
8518100090;0.000 %;DUT 3TH
8518109590;0.000 %;DUT 3TH
8518109590;0.600 %;DUT 3TH
8518109590;1.300 %;DUT 3TH
8518109590;1.900 %;DUT 3TH
8518210000;0.000 %;DUT 3TH
8518220090;0.000 %;DUT 3TH
8518220090;1.100 %;DUT 3TH
8518220090;2.300 %;DUT 3TH
8518290000;0.000 %;DUT 3TH
8518290090;0.000 %;DUT 3TH
8518293090;0.000 %;DUT 3TH
8518299590;0.000 %;DUT 3TH
8518299599;0.800 %;DUT 3TH
8518299599;1.500 %;DUT 3TH
8518300000;0.000 %;DUT 3TH
8518300090;0.000 %;DUT 3TH
8518309590;0.000 %;DUT 3TH
8518309590;0.500 %;DUT 3TH
8518309590;1.000 %;DUT 3TH
8518309590;1.500 %;DUT 3TH
8518400000;0.000 %;DUT 3TH
8518400090;0.000 %;DUT 3TH
8518408090;0.000 %;DUT 3TH
8518408099;1.100 %;DUT 3TH
8518408099;2.300 %;DUT 3TH
8518500090;0.000 %;DUT 3TH
8518500090;1.000 %;DUT 3TH
8518900000;0.000 %;DUT 3TH
8518900099;0.000 %;DUT 3TH
8518900099;0.500 %;DUT 3TH
8518900099;1.000 %;DUT 3TH
8519201000;6.000 %;DUT 3TH
8519300000;2.000 %;DUT 3TH
8519810000;0.000 %;DUT 3TH
8519810090;0.000 %;DUT 3TH
8519813500;2.400 %;DUT 3TH
8519813500;4.800 %;DUT 3TH
8519814500;0.000 %;DUT 3TH
8519814590;1.100 %;DUT 3TH
8519814590;2.300 %;DUT 3TH
8519819590;0.000 %;DUT 3TH
8519890000;0.000 %;DUT 3TH
8521102000;0.000 %;DUT 3TH
8521900000;0.000 %;DUT 3TH
8521900000;1.700 %;DUT 3TH
8521900010;3.500 %;DUT 3TH
8521900020;8.700 %;DUT 3TH
8521900090;1.700 %;DUT 3TH
8521900090;3.500 %;DUT 3TH
8521900090;5.200 %;DUT 3TH
8521900090;7.000 %;DUT 3TH
8521900090;8.700 %;DUT 3TH
8522100000;4.000 %;DUT 3TH
8522900090;0.000 %;DUT 3TH
8522908000;0.000 %;DUT 3TH
8522908099;0.000 %;DUT 3TH
8523210000;0.000 %;DUT 3TH
8523291900;0.000 %;DUT 3TH
8523299000;0.000 %;DUT 3TH
8523419000;0.000 %;DUT 3TH
8523491000;0.000 %;DUT 3TH
8523492000;0.000 %;DUT 3TH
8523499000;0.000 %;DUT 3TH
8523511000;0.000 %;DUT 3TH
8523519000;0.000 %;DUT 3TH
8523520000;0.000 %;DUT 3TH
8523591000;0.000 %;DUT 3TH
8523599000;0.000 %;DUT 3TH
8523801000;0.000 %;DUT 3TH
8523809000;0.000 %;DUT 3TH
8524110000;0.000 %;DUT 3TH
8524910000;0.000 %;DUT 3TH
8524920000;0.000 %;DUT 3TH
8525500000;0.000 %;DUT 3TH
8525500000;1.800 %;DUT 3TH
8525600000;0.000 %;DUT 3TH
8525801990;0.800 %;DUT 3TH
8525801990;1.600 %;DUT 3TH
8525801990;2.500 %;DUT 3TH
8525801990;3.300 %;DUT 3TH
8525803000;0.000 %;DUT 3TH
8525803000;0.000 %;DUT 3TH
8525809100;0.000 %;DUT 3TH
8525809100;1.600 %;DUT 3TH
8525809190;0.800 %;DUT 3TH
8525809190;1.600 %;DUT 3TH
8525809190;2.500 %;DUT 3TH
8525809190;3.300 %;DUT 3TH
8525809900;0.000 %;DUT 3TH
8525809900;0.000 %;DUT 3TH
8525809900;3.500 %;DUT 3TH
8525809900;7.000 %;DUT 3TH
8525810000;0.000 %;DUT 3TH
8525820000;0.000 %;DUT 3TH
8525890000;0.000 %;DUT 3TH
8526100090;0.000 %;DUT 3TH
8526912000;0.000 %;DUT 3TH
8526912099;0.000 %;DUT 3TH
8526912099;0.000 %;DUT 3TH
8526918000;0.000 %;DUT 3TH
8526918090;0.000 %;DUT 3TH
8526918090;0.000 %;DUT 3TH
8526918090;0.900 %;DUT 3TH
8526920000;0.000 %;DUT 3TH
8526920090;0.000 %;DUT 3TH
8526920090;0.000 %;DUT 3TH
8526920090;0.900 %;DUT 3TH
8526920090;1.900 %;DUT 3TH
8526920090;2.800 %;DUT 3TH
8526920090;2.800 %;DUT 3TH
8527130000;0.000 %;DUT 3TH
8527131000;3.000 %;DUT 3TH
8527131000;6.000 %;DUT 3TH
8527131000;9.000 %;DUT 3TH
8527139100;0.000 %;DUT 3TH
8527139900;0.000 %;DUT 3TH
8527190000;0.000 %;DUT 3TH
8527215900;0.000 %;DUT 3TH
8527215900;1.300 %;DUT 3TH
8527215900;2.500 %;DUT 3TH
8527219800;10.000 %;DUT 3TH
8527910000;0.000 %;DUT 3TH
8527919990;2.500 %;DUT 3TH
8527920000;0.000 %;DUT 3TH
8527921000;0.000 %;DUT 3TH
8527929000;2.300 %;DUT 3TH
8527990000;0.000 %;DUT 3TH
8527990090;2.300 %;DUT 3TH
8528420000;0.000 %;DUT 3TH
8528490000;0.000 %;DUT 3TH
8528521000;0.000 %;DUT 3TH
8528529100;0.000 %;DUT 3TH
8528529900;0.000 %;DUT 3TH
8528590000;14.000 %;DUT 3TH
8528590020;14.000 %;DUT 3TH
8528590090;14.000 %;DUT 3TH
8528620000;0.000 %;DUT 3TH
8528698000;14.000 %;DUT 3TH
8528698090;14.000 %;DUT 3TH
8528710000;0.000 %;DUT 3TH
8528711500;0.000 %;DUT 3TH
8528711900;8.800 %;DUT 3TH
8528719100;0.000 %;DUT 3TH
8528719900;10.500 %;DUT 3TH
8528719900;7.000 %;DUT 3TH
8528719900;8.800 %;DUT 3TH
8528721000;14.000 %;DUT 3TH
8528722000;14.000 %;DUT 3TH
8528723000;14.000 %;DUT 3TH
8528724000;14.000 %;DUT 3TH
8528728000;14.000 %;DUT 3TH
8528730000;2.000 %;DUT 3TH
8529101100;0.000 %;DUT 3TH
8529101100;1.300 %;DUT 3TH
8529103100;1.800 %;DUT 3TH
8529106900;0.000 %;DUT 3TH
8529106900;0.000 %;DUT 3TH
8529108090;0.000 %;DUT 3TH
8529108090;0.000 %;DUT 3TH
8529108090;0.900 %;DUT 3TH
8529109500;0.000 %;DUT 3TH
8529109500;0.000 %;DUT 3TH
8529901500;3.000 %;DUT 3TH
8529902000;0.000 %;DUT 3TH
8529903000;0.000 %;DUT 3TH
8529904000;0.000 %;DUT 3TH
8529904100;0.000 %;DUT 3TH
8529904900;0.000 %;DUT 3TH
8529906500;0.000 %;DUT 3TH
8529906590;0.400 %;DUT 3TH
8529906590;0.800 %;DUT 3TH
8529906590;1.100 %;DUT 3TH
8529906590;1.500 %;DUT 3TH
8529906590;1.900 %;DUT 3TH
8529906590;2.300 %;DUT 3TH
8529909100;0.000 %;DUT 3TH
8529909200;0.000 %;DUT 3TH
8529909215;2.500 %;DUT 3TH
8529909215;3.800 %;DUT 3TH
8529909299;0.600 %;DUT 3TH
8529909299;2.500 %;DUT 3TH
8529909299;3.100 %;DUT 3TH
8529909299;3.800 %;DUT 3TH
8529909300;0.000 %;DUT 3TH
8529909600;0.000 %;DUT 3TH
8529909700;0.000 %;DUT 3TH
8529909790;0.400 %;DUT 3TH
8529909790;1.100 %;DUT 3TH
8529909790;1.500 %;DUT 3TH
8529909790;1.900 %;DUT 3TH
8529909790;2.300 %;DUT 3TH
8530800000;1.700 %;DUT 3TH
8530900000;1.700 %;DUT 3TH
8531103000;2.200 %;DUT 3TH
8531109590;2.200 %;DUT 3TH
8531202090;0.000 %;DUT 3TH
8531204090;0.000 %;DUT 3TH
8531209590;0.000 %;DUT 3TH
8531804090;2.200 %;DUT 3TH
8531807000;0.000 %;DUT 3TH
8531900000;0.000 %;DUT 3TH
8532100000;0.000 %;DUT 3TH
8532220000;0.000 %;DUT 3TH
8532230000;0.000 %;DUT 3TH
8532240000;0.000 %;DUT 3TH
8532250000;0.000 %;DUT 3TH
8532290000;0.000 %;DUT 3TH
8532300000;0.000 %;DUT 3TH
8532900000;0.000 %;DUT 3TH
8533100000;0.000 %;DUT 3TH
8533210000;0.000 %;DUT 3TH
8533290000;0.000 %;DUT 3TH
8533310000;0.000 %;DUT 3TH
8533390000;0.000 %;DUT 3TH
8533401000;0.000 %;DUT 3TH
8533409000;0.000 %;DUT 3TH
8533900000;0.000 %;DUT 3TH
8534001100;0.000 %;DUT 3TH
8534001900;0.000 %;DUT 3TH
8534009000;0.000 %;DUT 3TH
8535100000;2.700 %;DUT 3TH
8535100090;2.700 %;DUT 3TH
8535210000;2.700 %;DUT 3TH
8535290090;2.700 %;DUT 3TH
8535301090;2.700 %;DUT 3TH
8535309090;2.700 %;DUT 3TH
8535309090;"Cond: Y cert: Y-035 (01):0.000 % ; Y (01):2.700 %";DUT 3TH
8535900000;2.700 %;DUT 3TH
8535900089;2.700 %;DUT 3TH
8535900090;2.700 %;DUT 3TH
8536101090;2.300 %;DUT 3TH
8536105090;2.300 %;DUT 3TH
8536105090;"Cond: Y cert: Y-035 (01):0.000 % ; Y (01):2.300 %";DUT 3TH
8536109010;2.300 %;DUT 3TH
8536109090;2.300 %;DUT 3TH
8536201090;2.300 %;DUT 3TH
8536209000;2.300 %;DUT 3TH
8536209090;2.300 %;DUT 3TH
8536209090;2.300 %;DUT 3TH
8536209090;"Cond: Y cert: Y-035 (01):0.000 % ; Y (01):2.300 %";DUT 3TH
8536301000;0.000 %;DUT 3TH
8536301090;0.000 %;DUT 3TH
8536303000;0.000 %;DUT 3TH
8536303099;0.000 %;DUT 3TH
8536309000;0.000 %;DUT 3TH
8536309090;0.000 %;DUT 3TH
8536411090;2.300 %;DUT 3TH
8536419000;2.300 %;DUT 3TH
8536419040;2.300 %;DUT 3TH
8536419089;2.300 %;DUT 3TH
8536490000;2.300 %;DUT 3TH
8536490050;2.300 %;DUT 3TH
8536490091;2.300 %;DUT 3TH
8536490099;2.300 %;DUT 3TH
8536490099;2.300 %;DUT 3TH
8536490099;"Cond: Y cert: Y-035 (01):0.000 % ; Y (01):2.300 %";DUT 3TH
8536500300;0.000 %;DUT 3TH
8536500300;0.000 %;DUT 3TH
8536500500;0.000 %;DUT 3TH
8536500700;0.000 %;DUT 3TH
8536500700;0.000 %;DUT 3TH
8536501100;0.000 %;DUT 3TH
8536501190;0.000 %;DUT 3TH
8536501190;0.000 %;DUT 3TH
8536501199;0.600 %;DUT 3TH
8536501500;0.000 %;DUT 3TH
8536501590;0.000 %;DUT 3TH
8536501900;0.000 %;DUT 3TH
8536501990;0.000 %;DUT 3TH
8536501999;0.600 %;DUT 3TH
8536508000;0.000 %;DUT 3TH
8536508000;0.000 %;DUT 3TH
8536508090;0.000 %;DUT 3TH
8536508099;0.600 %;DUT 3TH
8536508099;1.200 %;DUT 3TH
8536508099;1.700 %;DUT 3TH
8536611090;2.300 %;DUT 3TH
8536619000;2.300 %;DUT 3TH
8536619090;2.300 %;DUT 3TH
8536691000;0.000 %;DUT 3TH
8536693000;0.000 %;DUT 3TH
8536699000;2.300 %;DUT 3TH
8536699010;2.300 %;DUT 3TH
8536699084;2.300 %;DUT 3TH
8536699085;2.300 %;DUT 3TH
8536699099;2.300 %;DUT 3TH
8536699099;2.300 %;DUT 3TH
8536699099;"Cond: Y cert: Y-035 (01):0.000 % ; Y (01):2.300 %";DUT 3TH
8536700010;3.000 %;DUT 3TH
8536700093;3.000 %;DUT 3TH
8536700099;3.000 %;DUT 3TH
8536900100;0.000 %;DUT 3TH
8536900100;1.200 %;DUT 3TH
8536900110;0.000 %;DUT 3TH
8536900190;0.000 %;DUT 3TH
8536900190;1.200 %;DUT 3TH
8536901000;0.000 %;DUT 3TH
8536901000;0.000 %;DUT 3TH
8536902000;0.000 %;DUT 3TH
8536904000;2.300 %;DUT 3TH
8536909500;0.000 %;DUT 3TH
8536909599;0.000 %;DUT 3TH
8536909599;0.600 %;DUT 3TH
8536909599;1.200 %;DUT 3TH
8537101000;2.100 %;DUT 3TH
8537101090;2.100 %;DUT 3TH
8537109100;2.100 %;DUT 3TH
8537109110;2.100 %;DUT 3TH
8537109120;2.100 %;DUT 3TH
8537109160;2.100 %;DUT 3TH
